subjid,sceneid,sceneorder,desc,cleaned,pattern,pattern (normalised order)
176,9,20,large yellow sphere,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
176,10,8,large blue sphere,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
176,11,18,large yellow sphere,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
176,12,26,the large blue sphere,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
176,13,24,green sphere,green ball,tg_col tg_type,tg_col tg_type
176,14,2,large red sphere,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
176,15,14,green sphere,green ball,tg_col tg_type,tg_col tg_type
176,16,10,large red sphere,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
177,17,4,large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
177,18,18,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
177,19,12,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
177,20,8,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
177,21,28,green ball,green ball,tg_col tg_type,tg_col tg_type
177,22,32,red ball,red ball,tg_col tg_type,tg_col tg_type
177,23,6,large green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
177,24,30,red ball,red ball,tg_col tg_type,tg_col tg_type
177,25,14,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
177,26,26,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
177,27,2,green ball sitting on top of the blue cube,green ball on-top-of blue cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
177,28,22,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
177,29,16,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
177,30,10,blue ball,blue ball,tg_col tg_type,tg_col tg_type
177,31,20,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
177,32,24,blue ball,blue ball,tg_col tg_type,tg_col tg_type
178,1,32,green ball,green ball,tg_col tg_type,tg_col tg_type
178,2,12,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
178,3,22,green ball,green ball,tg_col tg_type,tg_col tg_type
178,4,2,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
178,5,18,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
178,6,24,blue ball,blue ball,tg_col tg_type,tg_col tg_type
178,7,6,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
178,8,8,blue ball,blue ball,tg_col tg_type,tg_col tg_type
178,9,20,large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
178,10,14,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
178,11,26,large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
178,12,28,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
178,13,10,green ball,green ball,tg_col tg_type,tg_col tg_type
178,14,4,red ball,red ball,tg_col tg_type,tg_col tg_type
178,15,16,large green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
178,16,30,red ball,red ball,tg_col tg_type,tg_col tg_type
179,17,30,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
179,18,2,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
179,19,20,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
179,20,12,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
179,21,26,green ball,green ball,tg_col tg_type,tg_col tg_type
179,22,14,red ball,red ball,tg_col tg_type,tg_col tg_type
179,23,16,green ball,green ball,tg_col tg_type,tg_col tg_type
179,24,10,big red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
179,25,6,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
179,26,8,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
179,27,4,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
179,28,28,red ball,red ball,tg_col tg_type,tg_col tg_type
179,29,32,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
179,30,24,blue ball,blue ball,tg_col tg_type,tg_col tg_type
179,31,22,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
179,32,18,blue ball,blue ball,tg_col tg_type,tg_col tg_type
180,1,10,the small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
180,2,20,the small red ball next to the big red box,small red ball next-to large red cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
180,3,8,small green ball from on top of the big blue box,small green ball on-top-of large blue cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
180,4,18,the small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
180,5,26,the yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
180,6,28,the blue ball,blue ball,tg_col tg_type,tg_col tg_type
180,7,2,the small yellow ball on top of the large red cube,small yellow ball on-top-of large red cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
180,8,24,the blue ball,blue ball,tg_col tg_type,tg_col tg_type
180,9,16,the big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
180,10,12,the big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
180,11,6,the large yellow ball on top of the small red cube,large yellow ball on-top-of small red cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
180,12,32,the big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
180,13,30,the green ball,green ball,tg_col tg_type,tg_col tg_type
180,14,22,the red ball,red ball,tg_col tg_type,tg_col tg_type
180,15,14,green ball,green ball,tg_col tg_type,tg_col tg_type
180,16,4,the large red ball on top of the small red cube,large red ball on-top-of small red cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
181,17,10,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
181,18,30,blue ball on the ground,blue bottom ball,tg_col tg_loc tg_type,tg_col tg_loc tg_type
181,19,18,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
181,20,14,large blue ball stacked on top of the blue cube,large blue ball on-top-of blue cube,tg_size tg_col tg_type rel lm_col lm_type,tg_size tg_col tg_type rel lm_col lm_type
181,21,32,green ball,green ball,tg_col tg_type,tg_col tg_type
181,22,6,red ball,red ball,tg_col tg_type,tg_col tg_type
181,23,24,green ball,green ball,tg_col tg_type,tg_col tg_type
181,24,22,red ball,red ball,tg_col tg_type,tg_col tg_type
181,25,20,green ball on the ground,green bottom ball,tg_col tg_loc tg_type,tg_col tg_loc tg_type
181,26,2,small red ball on the ground,small red bottom ball,tg_size tg_col tg_loc tg_type,tg_size tg_col tg_loc tg_type
181,27,8,green ball stacked on top of the blue cube,green ball on-top-of blue cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
181,28,4,red ball stacked on top of the red cube,red ball on-top-of red cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
181,29,28,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
181,30,12,blue ball,blue ball,tg_col tg_type,tg_col tg_type
181,31,16,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
181,32,26,blue ball,blue ball,tg_col tg_type,tg_col tg_type
182,1,18,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
182,2,14,small red ball to the right of the large red cube,small red ball right-of large red cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
182,3,6,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
182,4,8,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
182,5,26,small yellow ball,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
182,6,30,small blue ball,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
182,7,10,small yellow ball,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
182,8,22,small blue ball,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
182,9,24,large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
182,10,4,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
182,11,16,large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
182,12,12,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
182,13,20,large green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
182,14,32,large red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
182,15,28,large green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
182,16,2,large red ball.,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
183,17,10,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
183,18,14,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
183,19,22,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
183,20,12,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
183,21,32,big green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
183,22,30,big orange ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
183,23,6,big green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
183,24,20,orange ball,yellow ball,tg_col tg_type,tg_col tg_type
183,25,28,little green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
183,26,24,little orange ball,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
183,27,8,little green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
183,28,2,little red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
183,29,16,little yellow ball,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
183,30,26,little blue ball,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
183,31,18,little yellow ball,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
183,32,4,little blue ball,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
184,1,10,green ball,green ball,tg_col tg_type,tg_col tg_type
184,2,4,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
184,3,20,green ball,green ball,tg_col tg_type,tg_col tg_type
184,4,32,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
184,5,12,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
184,6,14,blue ball,blue ball,tg_col tg_type,tg_col tg_type
184,7,2,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
184,8,8,blue ball,blue ball,tg_col tg_type,tg_col tg_type
184,9,30,large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
184,10,26,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
184,11,28,large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
184,12,16,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
184,13,22,green ball,green ball,tg_col tg_type,tg_col tg_type
184,14,18,red ball,red ball,tg_col tg_type,tg_col tg_type
184,15,24,green ball,green ball,tg_col tg_type,tg_col tg_type
184,16,6,red ball,red ball,tg_col tg_type,tg_col tg_type
185,17,4,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
185,18,2,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
185,19,20,big ball,large ball,tg_size tg_type,tg_size tg_type
185,20,30,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
185,21,14,big green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
185,22,18,big red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
185,23,6,big green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
185,24,32,red ball,red ball,tg_col tg_type,tg_col tg_type
185,25,8,little green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
185,26,26,little red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
185,27,22,little green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
185,28,24,little red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
185,29,12,little yellow ball,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
185,30,10,little blue ball,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
185,31,16,little yellow ball,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
185,32,28,blue ball,blue ball,tg_col tg_type,tg_col tg_type
186,1,14,green ball,green ball,tg_col tg_type,tg_col tg_type
186,2,6,red ball on the ground,red bottom ball,tg_col tg_loc tg_type,tg_col tg_loc tg_type
186,3,24,green ball,green ball,tg_col tg_type,tg_col tg_type
186,4,2,ball on top of the red cube,ball on-top-of red cube,tg_type rel lm_col lm_type,tg_type rel lm_col lm_type
186,5,10,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
186,6,32,blue ball,blue ball,tg_col tg_type,tg_col tg_type
186,7,8,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
186,8,12,blue ball,blue ball,tg_col tg_type,tg_col tg_type
186,9,18,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
186,10,4,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
186,11,28,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
186,12,22,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
186,13,30,green ball,green ball,tg_col tg_type,tg_col tg_type
186,14,16,red ball,red ball,tg_col tg_type,tg_col tg_type
186,15,20,green ball,green ball,tg_col tg_type,tg_col tg_type
186,16,26,red ball,red ball,tg_col tg_type,tg_col tg_type
187,17,32,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
187,18,10,the big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
187,19,28,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
187,20,14,the big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
187,21,2,the green ball,green ball,tg_col tg_type,tg_col tg_type
187,22,12,the red ball,red ball,tg_col tg_type,tg_col tg_type
187,23,6,green ball,green ball,tg_col tg_type,tg_col tg_type
187,24,16,red ball,red ball,tg_col tg_type,tg_col tg_type
187,25,4,the green ball next to the blue cube / the little green ball,green ball next-to blue cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
187,26,8,little red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
187,27,22,green ball - the smaller one ,green small ball ,tg_col tg_size tg_type ,tg_size tg_col tg_type 
187,28,26,smaller red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
187,29,30,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
187,30,18,blue ball,blue ball,tg_col tg_type,tg_col tg_type
187,31,20,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
187,32,24,blue ball,blue ball,tg_col tg_type,tg_col tg_type
188,1,26,green ball,green ball,tg_col tg_type,tg_col tg_type
188,2,14,red ball on the right,red right-hand ball ,tg_col tg_loc tg_type ,tg_col tg_loc tg_type 
188,3,10,green ball,green ball,tg_col tg_type,tg_col tg_type
188,4,2,red ball on top of the red cube,red ball on-top-of red cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
188,5,30,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
188,6,18,blue ball,blue ball,tg_col tg_type,tg_col tg_type
188,7,6,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
188,8,12,blue ball,blue ball,tg_col tg_type,tg_col tg_type
188,9,16,large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
188,10,8,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
188,11,32,large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
188,12,22,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
188,13,24,green ball,green ball,tg_col tg_type,tg_col tg_type
188,14,28,red ball,red ball,tg_col tg_type,tg_col tg_type
188,15,20,green ball,green ball,tg_col tg_type,tg_col tg_type
188,16,4,red ball on top of the red cube,red ball on-top-of red cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
189,17,20,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
189,18,16,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
189,19,10,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
189,20,6,large blue ball on the large cube,large blue ball on-top-of large cube,tg_size tg_col tg_type rel lm_size lm_type,tg_size tg_col tg_type rel lm_size lm_type
189,21,30,green ball,green ball,tg_col tg_type,tg_col tg_type
189,22,12,large red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
189,23,28,the green ball,green ball,tg_col tg_type,tg_col tg_type
189,24,2,big red ball on the large cube,large red ball on-top-of large cube,tg_size tg_col tg_type rel lm_size lm_type,tg_size tg_col tg_type rel lm_size lm_type
189,25,18,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
189,26,32,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
189,27,4,small green ball on the small blue box,small green ball on-top-of small blue cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
189,28,14,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
